57.836,2.619,40.112,14.823,0.621
113.271,2.626,95.358,14.999,0.317
56.959,2.646,38.891,15.126,0.631
50.336,2.72,31.609,15.712,0.714
48.038,2.778,29.105,15.868,0.748
51.452,2.671,32.574,15.913,0.698
70.381,2.666,51.239,16.188,0.511
93.968,2.589,74.986,16.102,0.382
60.079,2.652,40.736,16.41,0.598
60.496,2.692,41.011,16.491,0.594
64.774,2.715,45.277,16.478,0.555
59.564,2.658,39.947,16.666,0.603
62.902,2.739,43.062,16.805,0.571
67.235,2.684,47.345,16.918,0.534
78.721,2.734,58.4,17.292,0.456
59.906,2.774,39.435,17.402,0.600
65.57,2.692,45.248,17.339,0.548
69.498,2.757,48.68,17.752,0.517
61.657,2.758,40.927,17.677,0.583
76.811,2.758,55.726,18.027,0.468
56.219,2.767,34.431,18.722,0.639
68.531,2.786,47.359,18.088,0.524
82.998,2.795,61.181,18.704,0.433
58.103,2.81,35.76,19.227,0.618
69.371,2.789,47.467,18.814,0.518
63.627,2.805,41.423,19.066,0.565
55.86,2.848,33.137,19.547,0.643
65.726,2.861,43.16,19.377,0.547
60.068,2.841,36.967,19.953,0.598
60.277,2.862,36.646,20.44,0.596
92.977,2.847,69.591,20.218,0.386
71.835,2.87,48.601,20.046,0.500
53.976,2.839,29.987,20.835,0.666
